label,text,cleaned_text
ham,will you like to be spoiled? :),like spoil
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",thank ringtone order ref number mobile charge tone arrive customer service
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,get threat sale executive Shifad raise complaint official message
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,hope thing go doctor remind need godid little thing leave lounge
ham,Den wat will e schedule b lk on sun?,Den wat schedule lk sun
ham,Lol enjoy role playing much?,lol enjoy role play
ham,Ok. Me watching tv too.,ok watch tv
ham,I just lov this line: \Hurt me with the truth,lov line hurt truth
ham,"Just checked out, heading out to drop off my stuff now",check head drop stuff
ham,Here got lots of hair dresser fr china.,get lot hair dresser fr china
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad story Man week bday Wife didnt wish Parents forget kid go work colleague wish
ham,Ill call you evening ill some ideas.,Ill evening ill idea
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,splashmobile choose gr tone wk subscrition service weekly tone cost credit kick ENJOY
ham,Did you show him and wot did he say or could u not c him 4 dust?,wot dust
ham,It should take about  &lt;#&gt;  min,ltgt min
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,hear rude chat private line cum Wan pic gettin shag text PIX end send stop SAM xx
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ok bus come soon come tomorrow
ham,I cant pick the phone right now. Pls send a message,not pick phone right pls send message
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,forward free entry weekly comp send word enter TC wwtextcompcom
ham,Finish liao... U?,Finish liao
spam,88066 FROM 88066 LOST 3POUND HELP,lose POUND help
ham,Haha i think i did too,haha think
ham,U know we watchin at lido?,know watchin lido
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,life spend lifetime meaningless moment spend love mean life
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",haha awesome couple time come
ham,Cold. Dont be sad dear,cold not sad dear
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,think stop like hour roommate look stock trip
ham,Is that on the telly? No its Brdget Jones!,telly Brdget Jones
ham,Love you aathi..love u lot..,love aathi love lot
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,hello bored Inever think bore tv tell exciting happen
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,hmm bad news hype park plaza studio take leave bedrm
ham,"Sorry, I'll call later in meeting",sorry later meeting
ham,R Ì_ comin back for dinner?,comin dinner
ham,"I hav almost reached. Call, i m unable to connect u.",hav reach unable connect
ham,Whom you waited for yesterday,wait yesterday
ham,I reach home safe n sound liao...,reach home safe sound liao
ham,"Velly good, yes please!",velly good yes
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",hi wkend ok journey terrible wk good huge log mark
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,letter copy cos message speak soon
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,Alex know guy sell mid south tampa think set like
ham,Dont you have message offer,not message offer
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,mobile mth update free Oranges late colour camera mobile unlimited weekend call Mobile upd freefone stoptx
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",HEY BABE doin WOT NITE LOVE annie
ham,Remind me how to get there and I shall do so,remind shall
ham,:-( that's not v romantic!,romantic
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello Damn christmas thing think decide mp not work
spam,You have 1 new message. Please call 08718738034.,new message
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,HI DARLIN IM MISSIN HOPE have good TIME time HOME JESS XX
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forward hi Mailbox message SMS alert message match retrieve message match
ham,Draw va?i dont think so:),draw vai not think
ham,Dont pick up d call when something important is There to tell. Hrishi,not pick important tell Hrishi
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrat year special cinema pass Suprman Matrix StarWars etc free bx ip we pm not miss
ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,nothin come mind help buy hanger lor ur laptop heavy
ham,"&lt;#&gt; , that's all? Guess that's easy enough",ltgt guess easy
ham,We can make a baby in yo tho,baby yo tho
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,tell friend come round til like ltgt ish
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem dear dear near hear not fear live Cheer tear Dear Gud ni
ham,Still in the area of the restaurant. Ill try to come back soon,area restaurant Ill try come soon
ham,"Aight that'll work, thanks",aight work thank
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,WIN year supply cd store ur choice worth enter Weekly draw txt music tscs ww Ldewcomsubs winppmx
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,Moby Pub Quiz win High Street prize know new Duchess Cornwall txt unsub stop sp Arrow
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",sleeping bag blanket paper phone detail
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,win Nokia win free auction send Nokia HG SuiteLands Row WJHL
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",congratulation thank good friend WON Xmas prize claim easy minute BT national rate
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",tddnewsletteremccouk game TheDailyDraw Dear Helen Dozens Free Games great prizeswith
ham,So what do you guys do.,guy
ham,Also that chat was awesome but don't make it regular unless you can see her in person,chat awesome regular person
ham,That's significant but dont worry.,significant not worry
ham,That's cause your old. I live to be high.,cause old live high
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",Waqt se pehle naseeb se zyada kisi ko kuch nahi milta Zindgi will nahi jo hum sochte hai Zindgi will hai jo ham jeetey hai
ham,On the way to office da..,way office da
ham,In which place do you want da.,place want da
ham,This pain couldn't have come at a worse time.,pain come bad time
ham,Ok...,ok
ham,Should I be stalking u?,stalk
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,sorry dude not know forgot Dan remind sorry hope guy fun
ham,Ok lor.,ok lor
ham,Apps class varaya elaya.,Apps class varaya elaya
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,Xmas story peace Xmas msg love Xmas miracle jesus hav bless month ahead amp wish Merry Xmas
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",urgent mobile number WON Bonus Caller prize attempt reach ASAP Box nqp ppm
ham,That day you asked about anand number. Why:-),day ask anand number why
ham,Am surfing online store. For offers do you want to buy any thing.,surf online store offer want buy thing
ham,Long beach lor. Expected... U having dinner now?,long beach lor expect have dinner
ham,At home by the way,home way
ham,We are both fine. Thanks,fine thank
ham,What happen to her tell the truth,happen tell truth
ham,Do you like Italian food?,like italian food
ham,Which is weird because I know I had it at one point,weird know point
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",aww nearly deadwell Jez isComing toDo workand whilltake forever
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell friend plan Valentines day ltURLgt
ham,"Alright, see you in a bit",alright bit
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,cheer message Zogtorius ive stare phone age decide text
ham,I will take care of financial problem.i will help:),care financial problemi help
ham,Tell dear what happen to you. Why you talking to me like an alian,tell dear happen talk like alian
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,double min txts Orange price linerental Motorola SonyEricsson Tooth FREE Nokia FREE mobileupd oroptout HVD
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",write msg Dictionary mode cover screen hand Press ltgt Gently remove ur hand interesting
ham,Okie...,okie
ham,"Hi this is yijue, can i meet u at 11 tmr?",hi yijue meet tmr
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,posible dnt live ltgt century cm frwd thnk different
ham,But i dint slept in afternoon.,dint sleep afternoon
ham,That seems unnecessarily affectionate,unnecessarily affectionate
ham,Yar else i'll thk of all sorts of funny things.,Yar thk sort funny thing
ham,You will be in the place of that man,place man
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",Download ringtone like restriction choose send yr buddys txt Sir
ham,Thats cool. How was your day?,cool day
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,immediately urgent message wait
ham,R we going with the  &lt;#&gt;  bus?,go ltgt bus
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",hello love go day alright think sweet send jolt heart remind love hear scream sea world hear Ahmad al Hallaq love own possessive passionate kiss
ham,No..he joined today itself.,join today
ham,Okay same with me. Well thanks for the clarification,okay thank clarification
ham,I'll talk to the others and probably just come early tomorrow then,talk probably come early tomorrow
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook mob Halloween collection logo pic message plus free eerie tone txt card SPOOK ze logo pic
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",money issue weigh thank breathe easier ill sure not regret thank
ham,Hi. I'm sorry i missed your call. Can you pls call back.,hi sorry miss pls
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,hope settle new school year wishin gr day
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",Fantasy Football tv Sky Gamestar Sky Active play Dream Team scoring start Saturday register nowsky OPT
ham,Ok then no need to tell me anything i am going to sleep good night,ok need tell go sleep good night
ham,Ok try to do week end course in coimbatore.,ok try week end course coimbatore
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,Tone Club sub expire sub reply MONOC mono POLYC polys weekly week txt stop stop msg free Stream
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),nice sheffield tom air opinion category measure ethnicity census busy transcribe
ham,If you r @ home then come down within 5 min,home come min
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",boy love gal propsd bt not mind gv lv lttrs Bt frnd throw thm boy decide aproach gal dt time truck speed gal Wn hit girl boy run like hell save ask hw cn run fast boy reply boost secret energy instantly girl shout our energy Thy live happily gthr drinking boost evrydy Moral story hv free msgs gud ni
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",day cut ur hair paragon call hair sense noe hair cut
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",hmm unfortunately pic obviously not hot cake kinda fun tho
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,watch tv lor funny bluff wat Izzit thk impossible
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,XMAS Prize draw try contact Todays draw show win prize guarantee land line valid hrs
ham,Dunno lei he neva say...,dunno lei neva
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,thanx day goodmate think UR RITE SARY ASUSUAL cheer LOVE FRANYxx
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,way home go change batt watch shop bit lor
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes place town meet exciting adult single UK txt CHAT Msg
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",Hi Mobile ltgt add contact list wwfullonsmscom great place send free sm people visit fullonsmscom
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",good evening Sir hope have nice day want bring notice late pay rent past month pay ltgt charge feel inconsiderate nag great cost not speak recession will not able pay charge month askin ahead month end help thank
ham,"If i let you do this, i want you in the house by 8am.",let want house
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",best line say Love wait till day forget day realize forget me gn
ham,I will reach before ten morning,reach morning
ham,Your pussy is perfect!,pussy perfect
ham,"Sorry, I'll call later",sorry later
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",contact date service enter phone becausethey fancy find landline PoBox wrg
ham,No message..no responce..what happend?,message responce happend
ham,Also where's the piece,piece
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine kudiyarasu dhina vaazhthukkal
ham,Boo. How's things? I'm back at home and a little bored already :-(,Boo thing home little bored
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,gain ltgt kg take blood sugar test ok blood pressure normal limit worry
ham,PICK UR FONE UP NOW U DUMB?,PICK UR FONE dumb
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",thank da thangam feel happy dear miss da
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",Okey doke home dress cos lay ill speak later bout time stuff
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,run away frm walk slowly amp kill care stop
ham,"Babe, I'm back ... Come back to me ...",Babe come
ham,Well you told others you'd marry them...,tell marry
ham,Neshanth..tel me who r u?,Neshanth tel
ham,YO YO YO BYATCH WHASSUP?,YO YO YO BYATCH WHASSUP
ham,Oh... Kay... On sat right?,oh Kay sit right
ham,Hi! This is Roger from CL. How are you?,hi Roger CL
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe want not baby nasty thing filthyguy fancy rude time sexy bitch slo hard txt XX SLOmsgs
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh waste Den muz chiong sat sun liao
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,Jesus christ bitch try drug answer fucking phone
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,pick Tuesday evening ok
ham,I'm meeting Darren...,meet Darren
ham,One of best dialogue in cute reltnship..!! \Wen i Die,good dialogue cute reltnship Wen die
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case man find murder ltDECIMALgt ltgt AfterNoon his wife call Police police question wife Sir sleep murder take place cook cook gardener pick vegetable house Maid go post office Children go play neighbour go marriage Police arrest murderer immediately reply Reason Brilliant
ham,Dear where you will be when i reach there,dear reach
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),aww time say miss ask miss love
ham,Ok... Thanx... Gd nite 2 Ì_ too...,ok Thanx Gd nite
ham,"Come to me right now, Ahmad",come right Ahmad
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,know know send CHAT let find Msg rcvd HG SuiteLands Row WJHL LDN year
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,lol actually send pic right wanna pose comb hair dryer
ham,O was not into fps then.,fps
ham,Huh means computational science... Y they like dat one push here n there...,huh mean computational science like dat push
ham,"Could you not read me, my Love ? I answered you",read love answer
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,oh Lk tt den tt end cine lor Dun wan yogasana oso
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",Madam regret disturbancemight receive reference check DLF premaricakindly inform Rgds Rakhesh Kerala
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SMS service inclusive text credit pls gotto wwcomuknet login qxj unsubscribe stop extra charge help comukcm ae
ham,Oic... Then better quickly go bathe n settle down...,oic well quickly bathe settle
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,Err Cud go pm get way contact
ham,A bloo bloo bloo I'll miss the first bowl,bloo bloo bloo miss bowl
ham,Lmao but its so fun...,Lmao fun
ham,Oh k k:)but he is not a big hitter.anyway good,oh kbut big hitteranyway good
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,hey forget happy day babe love ya
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,valentine Day Special win quiz partner trip lifetime send msg rcvd custcare
ham,Do you think i can move  &lt;#&gt;  in a week,think ltgt week
ham,She.s find. I sent you an offline message to know how anjola's now.,shes find send offline message know anjola
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,guess ithis time create web page WWASJESUSCOM read write wait opinion want friend
ham,How was txting and driving,txte drive
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,good let thank God complete drug lot water beautiful day
ham,Really dun bluff me leh... U sleep early too. Nite...,dun bluff leh sleep early nite
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",Indians poor India poor country say swiss bank director say ltgt lac crore indian money deposit swiss bank taxless budget ltgt yrs ltgt crore job Indians village Delhi lane road forever free power suply ltgt social project citizen monthly ltgt ltgt yrs need World Bank amp IMF loan think money block rich politician right corrupt politician Itna forward karo ki pura INDIA padhegm
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,Uncle boye need movie oh guide plus know torrent particularly legal system slow gr day plus start cos not meet online honey moon
ham,Oh ya ya. I remember da. .,oh ya ya remember da
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,btw try guy commit random dude
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chance win cash wk TXT play TsC wwmusictrivianet custcare xp wk
ham,I not busy juz dun wan 2 go so early.. Hee.. ,busy juz dun wan early hee
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio not bright early morning
ham,"Great. I'm in church now, will holla when i get out",great church holla
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,brum thank put keep happy soon
ham,I donno if they are scorable,donno scorable
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ltgt great loxahatchee xmas tree burning update totally star
ham,"Yes but i dont care! I need you bad, princess!",yes not care need bad princess
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",guy kadeem sell break know guy paranoid fuck like sell til late tonight
ham,"Sorry, I'll call later",sorry later
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,Tmr brin lar Aiya later come lar Mayb neva set properly get da help sheet wif
ham,Do u knw dis no. &lt;#&gt; ?,knw dis ltgt
ham,Then she dun believe wat?,dun believe wat
ham,K..give back my thanks.,thank
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,know complain num bettr directly bsnl offc nd apply
ham,Okay. I've seen it. So i should pick it on friday?,okay see pick friday
ham,How much she payed. Suganya.,pay Suganya
ham,Left dessert. U wan me 2 go suntec look 4 u?,left dessert wan suntec look
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg profit start sponsor event
ham,Onum ela pa. Normal than.,Onum ela pa normal
ham,K.k..how is your sister kids?,kk sister kid
ham,"Cool, I'll text you when I'm on the way",Cool text way
ham,Nope. Meanwhile she talk say make i greet you.,nope talk greet
ham,i cant talk to you now.i will call when i can.dont keep calling.,not talk nowi candont call
ham,Anything lar...,lar
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",Rose need water season need change poet need imagination phone need ur sms need ur lovely frndship forever
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe go day job prospect miss love sigh
ham,They will pick up and drop in car.so no problem..,pick drop carso problem
ham,S.i think he is waste for rr..,si think waste rr
ham,He is world famamus....,world famamus
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leave pongaldo news work place
ham,Lol well don't do it without me. We could have a big sale together.,lol big sale
ham,* Am on my way,way
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat old airport road oredi get lot pple
ham,"sry can't talk on phone, with parents",sry talk phone parent
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",final Chance claim ur worth discount voucher today text yes SavaMob member offer mobile Cs SavaMob POBOX MUZ Subs
ham,Ok lor wat time Ì_ finish?,ok lor wat time finish
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess like love ltgt time night hope problem
ham,Mm i am on the way to railway,mm way railway
ham,i dnt wnt to tlk wid u,dnt wnt tlk wid
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",sorry hope space give want remember furniture lock lock leave key jenne
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,like touch easy way barcelona way ru house
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok ur mob Halloween collection nokia logopic message plus free eerie tone txt card SPOOK
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent landline complementary Tenerife Holiday cash await collection SAE tc PO Box WA PX ppm sender Hol offer
ham,K.:)do it at evening da:)urgent:),Kdo evening daurgent
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,Pansy live jungle year drive worried
ham,Mm have some kanji dont eat anything heavy ok,mm kanji not eat heavy ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promise get soon text morning let know ok
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,lol different try find real life photo take
ham,I dont thnk its a wrong calling between us,not thnk wrong calling
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ill drinkpa need srs model pls send mail pa
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah rain like big leh drizzle run home
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,doc appointment week tired shove stuff Ugh normal body
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun sad Dun thk abt concentrate ur paper
ham,"Greetings me, ! Consider yourself excused.",greeting consider excuse
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,drama plsi family struggle hot sun strange place reason ego go invite actually necessity gowait reppurcussion
ham,they released another Italian one today and it has a cosign option,release italian today cosign option
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu try figure money gas alcohol jay try figure weed budget
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,WINNER value network customer hvae select receive reward collect valid hour aclpm
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,HCL chennai require fresher voice process excellent english need salary upto ltgt Call Ms Suman ltgt Telephonic interview via Indyarockscom
ham,Dai what this da.. Can i send my resume to this id.,Dai da send resume
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",know ltgt
ham,Yup i've finished c Ì_ there...,yup finish
ham,Remember to ask alex about his pizza,remember ask alex pizza
ham,No da..today also i forgot..,da today forgot
